"origine";"destination";"premiereclasse";"secondeclasse";"loisir2nd";"Commentaires"
"299";"ANGERS ST LAUD";"SALLANCHES COMBLOUX MEGEVE";"161";25;"120";""
"300";"ANGERS ST LAUD";"SAUMUR";"17";NA;"11,3";""
"301";"ANGERS ST LAUD";"SAVENAY";"38";NA;"26";""
"302";"ANGERS ST LAUD";"SAVERNE";"180";30;"136";""
"303";"ANGERS ST LAUD";"ST AVRE LA CHAMBRE";"161";25;"120";""
"304";"ANGERS ST LAUD";"ST BRIEUC";"78";NA;"53";""
"305";"ANGERS ST LAUD";"ST GERVAIS LES BAINS LE FAYET";"161";25;"120";""
"306";"ANGERS ST LAUD";"ST JEAN DE MAURIENNE ARVAN";"161";25;"120";""
"307";"ANGERS ST LAUD";"ST MICHEL VALLOIRE";"161";25;"120";""
"308";"ANGERS ST LAUD";"ST NAZAIRE";"43";NA;"30";""
"309";"ANGERS ST LAUD";"ST PIERRE DES CORPS";"33";NA;"22,5";""
"310";"ANGERS ST LAUD";"STRASBOURG";"182";30;"141";""
"311";"ANGERS ST LAUD";"TGV HAUTE PICARDIE";"114";25;"89";""
"312";"ANGERS ST LAUD";"VALENCE";"151";25;"116";""
"313";"ANGERS ST LAUD";"VALENCE TGV";"151";25;"116";""
"314";"ANGERS ST LAUD";"VANNES";"55";NA;"39";""
"315";"ANGERS ST LAUD";"VENDOME VILLIERS SUR LOIR";"47";NA;"31";""
"316";"ANGOULEME";"AEROPORT CDG 2 TGV ROISSY";"133";20;"96";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"317";"ANGOULEME";"ARCACHON";"54";NA;"39";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"318";"ANGOULEME";"ARRAS";"156";25;"120";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"319";"ANGOULEME";"BORDEAUX ST JEAN";"47";NA;"32";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"320";"ANGOULEME";"CHAMPAGNE ARDENNE";"138";25;"106";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"321";"ANGOULEME";"CHATELLERAULT";"43";NA;"29,5";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"322";"ANGOULEME";"DOUAI";"156";25;"120";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"323";"ANGOULEME";"FACTURE BIGANOS";"53";NA;"37";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"324";"ANGOULEME";"FUTUROSCOPE";"38";NA;"25,5";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"325";"ANGOULEME";"LA TESTE";"54";NA;"39";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"326";"ANGOULEME";"LILLE EUROPE";"156";25;"120";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"327";"ANGOULEME";"LORRAINE TGV";"162";25;"124";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"328";"ANGOULEME";"MARNE LA VALLEE CHESSY";"133";20;"96";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"329";"ANGOULEME";"MASSY TGV";"133";20;"96";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"330";"ANGOULEME";"MEUSE TGV";"154";25;"117";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"331";"ANGOULEME";"PARIS MONTPARNASSE 1 ET 2";"133";20;"96";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"332";"ANGOULEME";"POITIERS";"38";NA;"25,5";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"333";"ANGOULEME";"ST PIERRE DES CORPS";"63";NA;"45";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"334";"ANGOULEME";"TGV HAUTE PICARDIE";"156";25;"120";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"335";"ANGOULEME";"VENDOME VILLIERS SUR LOIR";"76";NA;"52";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"336";"ANGOULEME";"AEROPORT CDG 2 TGV ROISSY";"121";20;"87";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"337";"ANGOULEME";"ARCACHON";"50";NA;"36";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"338";"ANGOULEME";"ARRAS";"155";25;"119";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"339";"ANGOULEME";"BAYONNE";"77";NA;"52";""
"340";"ANGOULEME";"BIARRITZ";"79";NA;"53";""
"341";"ANGOULEME";"BORDEAUX ST JEAN";"40";NA;"27";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"342";"ANGOULEME";"CHAMPAGNE ARDENNE";"133";25;"102";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"343";"ANGOULEME";"CHATELLERAULT";"42";NA;"28,5";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"344";"ANGOULEME";"DOUAI";"155";25;"119";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"345";"ANGOULEME";"FACTURE BIGANOS";"47";NA;"33";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"346";"ANGOULEME";"FUTUROSCOPE";"37";NA;"25";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"347";"ANGOULEME";"LA TESTE";"50";NA;"36";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"348";"ANGOULEME";"LIBOURNE";"31";NA;"21";""
"349";"ANGOULEME";"LILLE EUROPE";"155";25;"119";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"350";"ANGOULEME";"LORRAINE TGV";"156";25;"119";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"351";"ANGOULEME";"LOURDES";"87";20;"61";""
"352";"ANGOULEME";"LYON PART DIEU";"163";25;"116";""
"353";"ANGOULEME";"LYON PERRACHE";"163";25;"116";""
"354";"ANGOULEME";"MARMANDE";"65";NA;"45";""
"355";"ANGOULEME";"MARNE LA VALLEE CHESSY";"121";20;"87";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"356";"ANGOULEME";"MASSY TGV";"121";20;"87";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"357";"ANGOULEME";"MEUSE";"147";25;"111";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"358";"ANGOULEME";"MONTAUBAN VILLE BOURBON";"78";20;"53";""
"359";"ANGOULEME";"MORCENX";"67";NA;"46";""
"360";"ANGOULEME";"NANCY VILLE";"156";25;"119";""
"361";"ANGOULEME";"ORTHEZ";"76";NA;"51";""
"362";"ANGOULEME";"PARIS AUSTERLITZ";"121";20;"87";""
"363";"ANGOULEME";"PARIS MONTPARNASSE 1 ET 2";"121";20;"87";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"364";"ANGOULEME";"POITIERS";"35";NA;"23,5";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"365";"ANGOULEME";"RUFFEC CHARENTE";"17,5";NA;"11,9";""
"366";"ANGOULEME";"SAVERNE";"193";30;"146";""
"367";"ANGOULEME";"ST JEAN DE LUZ CIBOURE";"80";NA;"54";""
"368";"ANGOULEME";"ST PIERRE DES CORPS";"53";NA;"38";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"369";"ANGOULEME";"TARBES";"90";20;"63";""
"370";"ANGOULEME";"TGV HAUTE PICARDIE";"142";25;"109";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"371";"ANGOULEME";"TOULOUSE MATABIAU";"85";20;"60";""
"372";"ANGOULEME";"VENDOME VILLIERS SUR LOIR";"69";NA;"47";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"373";"ANNECY";"AIX LES BAINS LE REVARD";"15,5";NA;"10,6";""
"374";"ANNECY";"ANTIBES";"160";25;"106";""
"375";"ANNECY";"ARRAS";"167";25;"127";""
"376";"ANNECY";"AURAY";"179";30;"137";""
"377";"ANNECY";"BOURG EN BRESSE";"41";NA;"28,5";""
"378";"ANNECY";"DOUAI";"168";25;"127";""
"379";"ANNECY";"MASSY PALAISEAU";"140";25;"104";""
"380";"ANNECY";"NANTES";"167";25;"127";""
"381";"ANNECY";"NICE VILLE";"160";25;"108";""
"382";"ANNECY";"PARIS GARE DE LYON";"140";25;"104";""
"383";"ANNECY";"PARIS NORD";"140";25;"104";""
"384";"ANNECY";"QUIMPER";"190";30;"147";""
"385";"ANNECY";"REDON";"179";30;"137";""
"386";"ANNECY";"RENNES";"165";25;"124";""
"387";"ANNECY";"SALLANCHES COMBLOUX MEGEVE";"24";NA;"17,5";""
"388";"ANNECY";"ST BRIEUC";"179";30;"137";""
"389";"ANNECY";"ST GERVAIS LES BAINS LE FAYET";"26,5";NA;"18";""
"390";"ANNECY";"ST RAPHAEL VALESCURE";"160";25;"101";""
"391";"ANNECY";"TGV HAUTE PICARDIE";"156";25;"119";""
"392";"ANNECY";"TOULON";"121";25;"88";""
"393";"ANNECY";"VALENCE TGV";"70";NA;"43";""
"394";"ANNECY";"VANNES";"179";30;"137";""
"395";"ANNECY";"VERSAILLES CHANTIERS";"140";25;"104";""
"396";"ANNEMASSE";"ARRAS";"167";NA;"127";""
"397";"ANNEMASSE";"AURAY";"179";30;"137";""
"398";"ANNEMASSE";"BELLEGARDE";"14,8";NA;"10,5";""
"399";"ANNEMASSE";"BOURG EN BRESSE";"43";NA;"30";""
"400";"ANNEMASSE";"DOUAI";"167";NA;"127";""
"401";"ANNEMASSE";"EVIAN LES BAINS";"15,5";NA;"10,6";""
"402";"ANNEMASSE";"QUIMPER";"190";30;"147";""
"403";"ANNEMASSE";"REDON";"179";30;"137";""
"404";"ANNEMASSE";"RENNES";"170";25;"132";""
"405";"ANNEMASSE";"SALLANCHES COMBLOUX MEGEVE";"20";NA;"13,7";""
"406";"ANNEMASSE";"ST BRIEUC";"179";30;"137";""
"407";"ANNEMASSE";"ST GERVAIS LES BAINS LE FAYET";"21,5";NA;"14,7";""
"408";"ANNEMASSE";"TGV HAUTE PICARDIE";"156";25;"119";""
"409";"ANNEMASSE";"THONON LES BAINS";"13,7";NA;"8,9";""
"410";"ANNEMASSE";"VANNES";"179";30;"137";""
"411";"ANTIBES";"BEAUNE";"151";25;"116";""
"412";"ANTIBES";"BELLEGARDE";"143";25;"98";""
"413";"ANTIBES";"CHALON SUR SAONE";"151";25;"116";""
"414";"ANTIBES";"LES ARCS DRAGUIGNAN";"24";NA;"16,5";""
"415";"ANTIBES";"MENTON";"16,5";NA;"11";""
"416";"ANTIBES";"MONACO MONTE CARLO";"14,6";NA;"10";""
"417";"ANTIBES";"ST RAPHAEL VALESCURE";"18,5";NA;"12,1";""
"418";"ANTIBES";"VENTIMIGLIA STAZIONE";"17,5";NA;"11,9";""
"419";"ANTIBES";"VENTIMIGLIA STAZIONE  (IT)";"17,5";NA;"11,9";""
"420";"ARCACHON ";"ST PIERRE DES CORPS";"99";20;"69";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"421";"ARCACHON";"CHATELLERAULT";"78";NA;"52";""
"422";"ARCACHON";"LIBOURNE";"30";NA;"20,5";""
"423";"ARCACHON";"ST PIERRE DES CORPS";"87";20;"61";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"424";"ARLES";"LE TEIL";"35";NA;"24";""
"425";"ARLES";"LYON ST EXUPERY";"79";NA;"58";""
"426";"ARLES";"MACON LOCHE TGV";"86";20;"61";""
"427";"ARLES";"MARSEILLE BLANCARDE";"26";NA;"18";""
"428";"ARLES";"MARSEILLE ST CHARLES";"27";NA;"19";""
"429";"ARLES";"MIRAMAS";"14,3";NA;"9,6";""
"430";"ARLES";"MONTELIMAR";"35";NA;"24";""
"431";"ARLES";"ORANGE";"21";NA;"14,3";""
"432";"ARLES";"PARIS GARE DE LYON";"147";25;"105";""
"433";"ARLES";"ST PERAY";"44";NA;"31";""
"434";"ARLES";"VALENCE";"44";NA;"31";""
"435";"ARLES";"VALENCE TGV";"43";NA;"29";""
"436";"ARLES";"VILLENEUVE LES AVIGNONS";"14,3";NA;"9,8";""
"437";"ARRAS";"AURAY";"153";25;"116";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"438";"ARRAS";"LIBOURNE";"172";25;"130";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"439";"ARRAS";"REDON";"144";25;"113";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"440";"ARRAS";"RENNES";"144";25;"113";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"441";"ARRAS";"ST MALO";"147";25;"116";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"442";"ARRAS";"VANNES";"153";25;"116";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"443";"ARRAS";"AGDE";"188";30;"150";""
"444";"ARRAS";"AIX LES BAINS LE REVARD";"167";25;"127";""
"445";"ARRAS";"ALBERTVILLE";"167";25;"127";""
"446";"ARRAS";"AURAY";"150";25;"114";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"447";"ARRAS";"BAYONNE";"174";30;"144";""
"448";"ARRAS";"BELLEGARDE";"167";25;"127";""
"449";"ARRAS";"BETHUNE";"15,5";NA;"10,6";""
"450";"ARRAS";"DOUAI";"11,4";NA;"7,8";""
"451";"ARRAS";"FUTUROSCOPE";"143";25;"109";""
"452";"ARRAS";"LE CREUSOT MONTCEAU MONTCHANIN";"142";25;"111";""
"453";"ARRAS";"LENS";"9,6";NA;"6,3";""
"454";"ARRAS";"LIBOURNE";"171";25;"130";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"455";"ARRAS";"MONTAUBAN VILLE BOURBON";"174";30;"144";""
"456";"ARRAS";"NARBONNE";"188";30;"150";""
"457";"ARRAS";"QUIMPER";"161";25;"125";""
"458";"ARRAS";"REDON";"137";25;"108";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"459";"ARRAS";"RENNES";"137";25;"108";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"460";"ARRAS";"ROSPORDEN";"161";25;"125";""
"461";"ARRAS";"SALLANCHES COMBLOUX MEGEVE";"167";NA;"127";""
"462";"ARRAS";"SETE";"188";30;"150";""
"463";"ARRAS";"ST BRIEUC";"153";25;"119";""
"464";"ARRAS";"ST GERVAIS LES BAINS LE FAYET";"167";NA;"127";""
"465";"ARRAS";"ST JEAN DE LUZ CIBOURE";"174";30;"144";""
"466";"ARRAS";"ST MALO";"140";25;"110";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"467";"ARRAS";"ST MICHEL VALLOIRE";"167";NA;"127";""
"468";"ARRAS";"ST NAZAIRE";"140";25;"108";""
"469";"ARRAS";"ST OMER";"30";NA;"20,5";""
"470";"ARRAS";"ST PIERRE DES CORPS";"134";25;"101";""
"471";"ARRAS";"TGV HAUTE PICARDIE";"18,5";NA;"11,5";""
"472";"ARRAS";"TOULON";"196";30;"155";""
"473";"ARRAS";"TOULOUSE MATABIAU";"188";30;"150";""
"474";"ARRAS";"VALENCE";"159";NA;"127";""
"475";"ARRAS";"VALENCE TGV";"159";25;"127";""
"476";"ARRAS";"VALENCIENNES";"20,5";NA;"14,2";""
"477";"ARRAS";"VANNES";"150";25;"114";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"478";"AURAY";"ST MICHEL VALLOIRE";"179";NA;"137";""
"479";"AURAY";"VITRE";"48";NA;"34";""
"480";"AVIGNON SUD";"LYON ST EXUPERY";"68";15;"51";""
"481";"AVIGNON SUD";"MONTELIMAR";"24";NA;"17,5";""
"482";"AVIGNON SUD";"ORANGE";"12,6";NA;"8,5";""
"483";"AVIGNON SUD";"PARIS GARE DE LYON";"162";25;"116";""
"484";"AVIGNON SUD";"VALENCE";"38";NA;"25";""
"485";"AVIGNON TGV ";"RENNES";"188";30;"148";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"486";"AVIGNON TGV ";"ST PIERRE DES CORPS";"168";25;"125";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"487";"AVIGNON TGV";"AEROPORT CDG 2 TGV ROISSY";"162";25;"116";""
"488";"AVIGNON TGV";"AIX LES BAINS LE REVARD";"104";20;"69";""
"489";"AVIGNON TGV";"ANNECY";"106";20;"77";""
"490";"AVIGNON TGV";"ANTIBES";"86";20;"61";""
"491";"AVIGNON TGV";"ARLES";"14,3";NA;"9,8";""
"492";"AVIGNON TGV";"ARRAS";"180";30;"144";""
"493";"AVIGNON TGV";"BELFORT-MONTBELIARD TGV";"142";20;"108";""
"494";"AVIGNON TGV";"BELLEGARDE";"91";NA;"64";""
"495";"AVIGNON TGV";"BESANCON FRANCHE-COMTE TGV";"120";20;"91";""
"496";"AVIGNON TGV";"BEZIERS";"54";NA;"43";""
"497";"AVIGNON TGV";"BORDEAUX ST JEAN";"126";20;"96";""
"498";"AVIGNON TGV";"BOURG EN BRESSE";"84";20;"65";""
"499";"AVIGNON TGV";"BREAUTE BEUZEVILLE";"177";25;"129";""
"500";"AVIGNON TGV";"CANNES";"82";15;"57";""
"501";"AVIGNON TGV";"CARCASSONNE";"69";NA;"54";""
"502";"AVIGNON TGV";"CHALON SUR SAONE";"92";20;"72";""
"503";"AVIGNON TGV";"CHAMBERY CHALLES LES EAUX";"104";20;"69";""
"504";"AVIGNON TGV";"CULMONT CHALINDREY";"116";25;"87";""
"505";"AVIGNON TGV";"CULOZ";"90";NA;"53";""
"506";"AVIGNON TGV";"DOUAI";"180";30;"144";""
"507";"AVIGNON TGV";"ECOLE VALENTIN";"120";NA;"91";""
"508";"AVIGNON TGV";"GRENOBLE";"67";15;"47";""
"509";"AVIGNON TGV";"HYERES";"62";NA;"43";""
"510";"AVIGNON TGV";"LAROCHE MIGENNES";"130";25;"92";""
"511";"AVIGNON TGV";"LE CREUSOT MONTCEAU MONTCHANIN";"100";20;"68";""
"512";"AVIGNON TGV";"LES ARCS DRAGUIGNAN";"73";15;"50";""
"513";"AVIGNON TGV";"LILLE EUROPE";"180";30;"144";""
"514";"AVIGNON TGV";"LONS LE SAUNIER";"96";20;"75";""
"515";"AVIGNON TGV";"LYON PART DIEU";"68";15;"51";""
"516";"AVIGNON TGV";"LYON PERRACHE";"68";15;"51";""
"517";"AVIGNON TGV";"LYON ST EXUPERY";"68";15;"51";""
"518";"AVIGNON TGV";"MACON LOCHE TGV";"77";15;"61";""
"519";"AVIGNON TGV";"MACON VILLE";"84";20;"65";""
"520";"AVIGNON TGV";"MANTES LA J. TGV";"162";NA;"116";""
"521";"AVIGNON TGV";"MANTES LA JOLIE";"162";25;"116";""
"522";"AVIGNON TGV";"MARNE LA VALLEE CHESSY";"162";25;"116";""
"523";"AVIGNON TGV";"MARSEILLE ST CHARLES";"44";NA;"30";""
"524";"AVIGNON TGV";"MASSY PALAISEAU";"162";25;"116";""
"525";"AVIGNON TGV";"MASSY TGV";"162";25;"116";""
"526";"AVIGNON TGV";"MELUN";"142";25;"103";""
"527";"AVIGNON TGV";"MENTON";"88";20;"62";""
"528";"AVIGNON TGV";"MIRAMAS";"22";NA;"15,5";""
"529";"AVIGNON TGV";"MONACO MONTE CARLO";"88";20;"62";""
"530";"AVIGNON TGV";"MONTBELIARD";"120";25;"90";""
"531";"AVIGNON TGV";"MONTELIMAR";"24";NA;"17,5";""
"532";"AVIGNON TGV";"MONTPELLIER";"35";NA;"25,5";""
"533";"AVIGNON TGV";"MOUCHARD";"90";NA;"53";""
"534";"AVIGNON TGV";"NANCY VILLE";"141";25;"107";""
"535";"AVIGNON TGV";"NANTES";"180";30;"142";""
"536";"AVIGNON TGV";"NARBONNE";"61";NA;"46";""
"537";"AVIGNON TGV";"NEUFCHATEAU";"116";25;"87";""
"538";"AVIGNON TGV";"NICE VILLE";"88";20;"62";""
"539";"AVIGNON TGV";"NIMES";"21";NA;"15,5";""
"540";"AVIGNON TGV";"ORANGE";"12,6";NA;"8,5";""
"541";"AVIGNON TGV";"PARIS GARE DE LYON";"162";25;"116";""
"542";"AVIGNON TGV";"PERPIGNAN";"62";15;"48";""
"543";"AVIGNON TGV";"RENNES";"180";30;"142";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"544";"AVIGNON TGV";"ROUEN RIVE DROITE";"177";25;"129";""
"545";"AVIGNON TGV";"SENS";"142";25;"103";""
"546";"AVIGNON TGV";"SETE";"36";NA;"27,5";""
"547";"AVIGNON TGV";"ST PIERRE DES CORPS";"167";25;"125";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"548";"AVIGNON TGV";"ST RAPHAEL VALESCURE";"77";15;"53";""
"549";"AVIGNON TGV";"TGV HAUTE PICARDIE";"174";30;"136";""
"550";"AVIGNON TGV";"TOUL";"141";25;"107";""
"551";"AVIGNON TGV";"TOULON";"58";15;"41";""
"552";"AVIGNON TGV";"TOULOUSE MATABIAU";"90";20;"65";""
"553";"AVIGNON TGV";"VALENCE";"38";NA;"25";""
"554";"AVIGNON TGV";"VALENCE TGV";"44";NA;"33";""
"555";"AVIGNON TGV";"VENDOME VILLIERS SUR LOIR";"167";25;"125";""
"556";"AVIGNON TGV";"VENTIMIGLIA STAZIONE";"89";20;"65";""
"557";"AVIGNON TGV";"VENTIMIGLIA STAZIONE  (IT)";"89";20;"65";""
"558";"AVIGNON TGV";"VERSAILLES CHANTIERS";"162";25;"116";""
"559";"AVIGNON";"AEROPORT CDG 2 TGV ROISSY";"162";25;"116";""
"560";"AVIGNON";"AGDE";"42";NA;"27,5";""
"561";"AVIGNON";"AIX EN PROVENCE TGV";"44";NA;"30";""
"562";"AVIGNON";"AIX LES BAINS LE REVARD";"104";NA;"69";""
"563";"AVIGNON";"ANNECY";"106";NA;"77";""
"564";"AVIGNON";"ANTIBES";"86";NA;"61";""
"565";"AVIGNON";"ARLES";"14,3";NA;"9,8";""
"566";"AVIGNON";"ARRAS";"180";30;"144";""
"567";"AVIGNON";"BELFORT-MONTBELIARD TGV";"142";NA;"108";""
"568";"AVIGNON";"BELLEGARDE";"91";NA;"64";""
"569";"AVIGNON";"BESANCON FRANCHE-COMTE TGV";"120";NA;"91";""
"570";"AVIGNON";"BEZIERS";"54";NA;"43";""
"571";"AVIGNON";"BOURG EN BRESSE";"84";NA;"65";""
"572";"AVIGNON";"CANNES";"82";NA;"57";""
"573";"AVIGNON";"CARCASSONNE";"69";15;"54";""
"574";"AVIGNON";"CHALON SUR SAONE";"92";NA;"72";""
"575";"AVIGNON";"CHAMBERY CHALLES LES EAUX";"104";NA;"69";""
"576";"AVIGNON";"CULMONT CHALINDREY";"116";NA;"87";""
"577";"AVIGNON";"DOUAI";"180";30;"144";""
"578";"AVIGNON";"ECOLE VALENTIN";"120";NA;"91";""
"579";"AVIGNON";"GRENOBLE";"67";NA;"47";""
"580";"AVIGNON";"HYERES";"62";NA;"43";""
"581";"AVIGNON";"LE CREUSOT MONTCEAU MONTCHANIN";"77";NA;"61";""
"582";"AVIGNON";"LE HAVRE";"177";NA;"129";""
"583";"AVIGNON";"LE MANS";"167";25;"125";""
"584";"AVIGNON";"LE TEIL";"24";NA;"17,5";""
"585";"AVIGNON";"LES ARCS DRAGUIGNAN";"73";NA;"50";""
"586";"AVIGNON";"LILLE EUROPE";"180";30;"144";""
"587";"AVIGNON";"LONS LE SAUNIER";"96";NA;"75";""
"588";"AVIGNON";"LYON PART DIEU";"68";15;"51";""
"589";"AVIGNON";"LYON PERRACHE";"68";15;"51";""
"590";"AVIGNON";"LYON ST EXUPERY";"68";15;"51";""
"591";"AVIGNON";"MACON LOCHE TGV";"77";15;"61";""
"592";"AVIGNON";"MACON VILLE";"84";15;"65";""
"593";"AVIGNON";"MANTES LA J. TGV";"162";NA;"116";""
"594";"AVIGNON";"MANTES LA JOLIE";"162";25;"116";""
"595";"AVIGNON";"MARNE LA VALLEE CHESSY";"162";25;"116";""
"596";"AVIGNON";"MARSEILLE BLANCARDE";"37";NA;"24,5";""
"597";"AVIGNON";"MARSEILLE ST CHARLES";"44";NA;"30";""
"598";"AVIGNON";"MASSY PALAISEAU";"162";25;"116";""
"599";"AVIGNON";"MASSY TGV";"162";25;"116";""
"600";"AVIGNON";"MENTON";"88";NA;"62";""
"601";"AVIGNON";"MIRAMAS";"22";NA;"15,5";""
"602";"AVIGNON";"MONACO MONTE CARLO";"88";NA;"62";""
"603";"AVIGNON";"MONTELIMAR";"24";NA;"17,5";""
"604";"AVIGNON";"MONTPELLIER";"35";NA;"25,5";""
"605";"AVIGNON";"NANCY VILLE";"141";NA;"107";""
"606";"AVIGNON";"NANTES";"180";30;"142";""
"607";"AVIGNON";"NARBONNE";"61";NA;"46";""
"608";"AVIGNON";"NEUFCHATEAU";"116";NA;"87";""
"609";"AVIGNON";"NICE VILLE";"88";NA;"62";""
"610";"AVIGNON";"NIMES";"21";NA;"15,5";""
"611";"AVIGNON";"ORANGE";"12,6";NA;"8,5";""
"612";"AVIGNON";"PARIS GARE DE LYON";"145";25;"105";""
"613";"AVIGNON";"PERPIGNAN";"62";15;"48";""
"614";"AVIGNON";"RENNES";"180";NA;"142";""
"615";"AVIGNON";"ROUEN RIVE DROITE";"177";NA;"129";""
"616";"AVIGNON";"SETE";"23,5";NA;"18";""
"617";"AVIGNON";"ST PERAY";"38";NA;"25";""
"618";"AVIGNON";"ST PIERRE DES CORPS";"167";25;"125";""
"619";"AVIGNON";"ST RAPHAEL VALESCURE";"77";NA;"53";""
"620";"AVIGNON";"TGV HAUTE PICARDIE";"174";30;"136";""
"621";"AVIGNON";"TOUL";"141";NA;"107";""
"622";"AVIGNON";"TOULON";"58";NA;"41";""
"623";"AVIGNON";"TOULOUSE MATABIAU";"79";20;"53";""
"624";"AVIGNON";"TOURS";"167";25;"125";""
"625";"AVIGNON";"VALENCE";"38";NA;"25";""
"626";"AVIGNON";"VALENCE TGV";"44";NA;"33";""
"627";"AVIGNON";"VENDOME VILLIERS SUR LOIR";"167";25;"125";""
"628";"AVIGNON";"VENTIMIGLIA STAZIONE  (IT)";"89";NA;"65";""
"629";"AVIGNON";"VERSAILLES CHANTIERS";"162";25;"116";""
"630";"Bâle";" Chalon-sur-Saône";"93";20;"65";""
"631";"BAR LE DUC";"CHALONS EN CHAMPAGNE";"27";NA;"18,5";""
"632";"BAR LE DUC";"THIONVILLE";"40";NA;"26";""
"633";"BASEL SBB";"AIX EN PROVENCE TGV";"170";25;"130";""
"634";"BASEL SBB";"AVIGNON";"157";NA;"121";""
"635";"BASEL SBB";"AVIGNON TGV";"157";25;"121";""
"636";"BASEL SBB";"BELFORT-MONTBELIARD TGV";"28,5";NA;"21";""
"637";"BASEL SBB";"BESANCON FRANCHE-COMTE TGV";"57";15;"42";""
"638";"BASEL SBB";"DIJON VILLE";"81";20;"62";""
"639";"BASEL SBB";"ECOLE VALENTIN";"57";NA;"42";""
"640";"BASEL SBB";"LYON PART DIEU";"107";25;"82";""
"641";"BASEL SBB";"MACON VILLE";"91";25;"69";""
"642";"BASEL SBB";"MARSEILLE ST CHARLES";"170";25;"130";""
"643";"BASEL SBB";"MULHOUSE VILLE";"14,8";NA;"9,5";""
"644";"BAYEUX";"AIME LA PLAGNE";"165";25;"125";""
"645";"BAYEUX";"ALBERTVILLE";"165";25;"125";""
"646";"BAYEUX";"BERNAY";"39";NA;"26";""
"647";"BAYEUX";"BOURG ST MAURICE";"165";25;"125";""
"648";"BAYEUX";"CAEN";"18,5";NA;"9,1";""
"649";"BAYEUX";"CARENTAN";"25";NA;"12,6";""
"650";"BAYEUX";"CHAMBERY CHALLES LES EAUX";"165";25;"125";""
"651";"BAYEUX";"EVREUX EMBRANCHEMENT";"45";NA;"31";""
"652";"BAYEUX";"LANDRY";"165";25;"125";""
"653";"BAYEUX";"LISIEUX";"22";NA;"14,8";""
"654";"BAYEUX";"LISON";"17";NA;"8,4";""
"655";"BAYEUX";"MASSY PALAISEAU";"64";15;"44";""
